"Diseases & Risk Factors","Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2012","United States of America","Region of the Americas","Females","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2013","United States of America","Region of the Americas","Total","","14","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2013","United States of America","Region of the Americas","Males","","17","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2013","United States of America","Region of the Americas","Females","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2014","United States of America","Region of the Americas","Total","","14","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2014","United States of America","Region of the Americas","Males","","17","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2014","United States of America","Region of the Americas","Females","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2015","United States of America","Region of the Americas","Total","","14","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2015","United States of America","Region of the Americas","Males","","17","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2015","United States of America","Region of the Americas","Females","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2016","United States of America","Region of the Americas","Total","","14","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2016","United States of America","Region of the Americas","Males","","17","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2016","United States of America","Region of the Americas","Females","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2017","United States of America","Region of the Americas","Total","","14","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2017","United States of America","Region of the Americas","Males","","16","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2017","United States of America","Region of the Americas","Females","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2018","United States of America","Region of the Americas","Total","","14","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2018","United States of America","Region of the Americas","Males","","16","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2018","United States of America","Region of the Americas","Females","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2019","United States of America","Region of the Americas","Total","","13","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2019","United States of America","Region of the Americas","Males","","16","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2019","United States of America","Region of the Americas","Females","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2020","United States of America","Region of the Americas","Total","","14","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2020","United States of America","Region of the Americas","Males","","16","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2020","United States of America","Region of the Americas","Females","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2021","United States of America","Region of the Americas","Total","","14","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2021","United States of America","Region of the Americas","Males","","16","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2021","United States of America","Region of the Americas","Females","","11","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2000","United States of America","Region of the Americas","Total","","87.79377747","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2000","United States of America","Region of the Americas","Males","","85.40979767","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2000","United States of America","Region of the Americas","Females","","90.07555389","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2001","United States of America","Region of the Americas","Total","","87.54997253","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2001","United States of America","Region of the Americas","Males","","84.93091583","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2001","United States of America","Region of the Americas","Females","","90.05640411","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2002","United States of America","Region of the Americas","Total","","87.45121002","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2002","United States of America","Region of the Americas","Males","","84.98604584","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2002","United States of America","Region of the Americas","Females","","89.81539917","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2003","United States of America","Region of the Americas","Total","","87.41820526","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2003","United States of America","Region of the Americas","Males","","84.95058441","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2003","United States of America","Region of the Americas","Females","","89.78253174","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2004","United States of America","Region of the Americas","Total","","87.34573364","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2004","United States of America","Region of the Americas","Males","","84.80845642","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2004","United States of America","Region of the Americas","Females","","89.7921524","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2005","United States of America","Region of the Americas","Total","","87.16595459","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2005","United States of America","Region of the Americas","Males","","84.65847778","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2005","United States of America","Region of the Americas","Females","","89.59011841","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2006","United States of America","Region of the Americas","Total","","87.34654999","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2006","United States of America","Region of the Americas","Males","","84.77072906","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2006","United States of America","Region of the Americas","Females","","89.85900116","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2007","United States of America","Region of the Americas","Total","","87.37002563","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2007","United States of America","Region of the Americas","Males","","84.81523895","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2007","United States of America","Region of the Americas","Females","","89.87360382","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2008","United States of America","Region of the Americas","Total","","87.51222992","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2008","United States of America","Region of the Americas","Males","","85.0916748","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2008","United States of America","Region of the Americas","Females","","89.8770752","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2009","United States of America","Region of the Americas","Total","","87.62398529","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2009","United States of America","Region of the Americas","Males","","85.32888794","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2009","United States of America","Region of the Americas","Females","","89.90029144","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2010","United States of America","Region of the Americas","Total","","87.97966766","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2010","United States of America","Region of the Americas","Males","","85.70845795","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2010","United States of America","Region of the Americas","Females","","90.23174286","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2011","United States of America","Region of the Americas","Total","","87.83513641","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2011","United States of America","Region of the Americas","Males","","85.61267853","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2011","United States of America","Region of the Americas","Females","","90.03709412","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2012","United States of America","Region of the Americas","Total","","87.99065399","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2012","United States of America","Region of the Americas","Males","","85.76306152","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2012","United States of America","Region of the Americas","Females","","90.21752167","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2013","United States of America","Region of the Americas","Total","","87.88768768","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2013","United States of America","Region of the Americas","Males","","85.80620575","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2013","United States of America","Region of the Americas","Females","","89.98444366","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2014","United States of America","Region of the Americas","Total","","87.94704437","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2014","United States of America","Region of the Americas","Males","","85.86735535","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2014","United States of America","Region of the Americas","Females","","90.06332397","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2015","United States of America","Region of the Americas","Total","","87.82519531","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2015","United States of America","Region of the Americas","Males","","85.75226593","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2015","United States of America","Region of the Americas","Females","","89.93940735","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2016","United States of America","Region of the Americas","Total","","87.91786957","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2016","United States of America","Region of the Americas","Males","","85.79161072","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2016","United States of America","Region of the Americas","Females","","90.12158203","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2017","United States of America","Region of the Americas","Total","","87.84488678","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2017","United States of America","Region of the Americas","Males","","85.81846619","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2017","United States of America","Region of the Americas","Females","","89.95774078","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2018","United States of America","Region of the Americas","Total","","87.86824799","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2018","United States of America","Region of the Americas","Males","","85.90702057","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2018","United States of America","Region of the Americas","Females","","89.93585968","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2019","United States of America","Region of the Americas","Total","","88.21908569","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2019","United States of America","Region of the Americas","Males","","86.24945831","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2019","United States of America","Region of the Americas","Females","","90.32184601","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2020","United States of America","Region of the Americas","Total","","78.94924164","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2020","United States of America","Region of the Americas","Males","","76.80195618","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2020","United States of America","Region of the Americas","Females","","81.31613922","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2021","United States of America","Region of the Americas","Total","","77.38755035","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2021","United States of America","Region of the Americas","Males","","74.96308136","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2021","United States of America","Region of the Americas","Females","","80.16236115","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2000","United States of America","Region of the Americas","Total","","28.76825523","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2000","United States of America","Region of the Americas","Males","","35.47503662","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2000","United States of America","Region of the Americas","Females","","22.68152046","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2001","United States of America","Region of the Americas","Total","","28.95511436","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2001","United States of America","Region of the Americas","Males","","35.84936905","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2001","United States of America","Region of the Americas","Females","","22.7328186","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2002","United States of America","Region of the Americas","Total","","29.19239616","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2002","United States of America","Region of the Americas","Males","","36.28172302","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2002","United States of America","Region of the Americas","Females","","22.75905228","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2003","United States of America","Region of the Americas","Total","","29.68481445","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2003","United States of America","Region of the Americas","Males","","37.0161972","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2003","United States of America","Region of the Americas","Females","","23.03836441","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2004","United States of America","Region of the Americas","Total","","30.2306366","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2004","United States of America","Region of the Americas","Males","","37.65785599","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2004","United States of America","Region of the Americas","Females","","23.46686363","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2005","United States of America","Region of the Americas","Total","","30.37038803","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2005","United States of America","Region of the Americas","Males","","37.85263062","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2005","United States of America","Region of the Americas","Females","","23.53494263","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2006","United States of America","Region of the Americas","Total","","30.94814491","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2006","United States of America","Region of the Americas","Males","","38.49029922","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2006","United States of America","Region of the Americas","Females","","24.00808716","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2007","United States of America","Region of the Americas","Total","","31.27399254","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2007","United States of America","Region of the Americas","Males","","38.87479019","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2007","United States of America","Region of the Americas","Females","","24.24474716","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2008","United States of America","Region of the Americas","Total","","31.47663116","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2008","United States of America","Region of the Americas","Males","","39.11820984","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2008","United States of America","Region of the Americas","Females","","24.40841293","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2009","United States of America","Region of the Americas","Total","","32.47818756","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2009","United States of America","Region of the Americas","Males","","40.0812912","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2009","United States of America","Region of the Americas","Females","","25.32079506","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2010","United States of America","Region of the Americas","Total","","32.31624985","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2010","United States of America","Region of the Americas","Males","","39.90382767","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2010","United States of America","Region of the Americas","Females","","25.16975021","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2011","United States of America","Region of the Americas","Total","","32.53100204","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2011","United States of America","Region of the Americas","Males","","40.14539719","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2011","United States of America","Region of the Americas","Females","","25.35757256","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2012","United States of America","Region of the Americas","Total","","32.84394836","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2012","United States of America","Region of the Americas","Males","","40.40257263","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2012","United States of America","Region of the Americas","Females","","25.66085625","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2013","United States of America","Region of the Americas","Total","","32.91667557","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2013","United States of America","Region of the Americas","Males","","40.3744278","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2013","United States of America","Region of the Americas","Females","","25.75300217","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2014","United States of America","Region of the Americas","Total","","33.33252716","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2014","United States of America","Region of the Americas","Males","","40.66043854","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2014","United States of America","Region of the Americas","Females","","26.22307968","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2015","United States of America","Region of the Americas","Total","","33.40206528","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2015","United States of America","Region of the Americas","Males","","40.74607849","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2015","United States of America","Region of the Americas","Females","","26.26054001","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2016","United States of America","Region of the Americas","Total","","34.00158691","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2016","United States of America","Region of the Americas","Males","","41.26546478","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2016","United States of America","Region of the Americas","Females","","26.83481026","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2017","United States of America","Region of the Americas","Total","","33.36230469","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2017","United States of America","Region of the Americas","Males","","40.37944031","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2017","United States of America","Region of the Americas","Females","","26.38251877","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2018","United States of America","Region of the Americas","Total","","32.83414459","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2018","United States of America","Region of the Americas","Males","","39.67773438","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2018","United States of America","Region of the Americas","Females","","25.94251442","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2019","United States of America","Region of the Americas","Total","","32.42469025","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2019","United States of America","Region of the Americas","Males","","39.01272964","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2019","United States of America","Region of the Americas","Females","","25.70842361","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2020","United States of America","Region of the Americas","Total","","33.16946793","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2020","United States of America","Region of the Americas","Males","","40.00924301","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2020","United States of America","Region of the Americas","Females","","26.04866791","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2021","United States of America","Region of the Americas","Total","","34.53362274","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2021","United States of America","Region of the Americas","Males","","41.2195816","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2021","United States of America","Region of the Americas","Females","","27.37781906","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2000","United States of America","Region of the Americas","Total","","487","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2000","United States of America","Region of the Americas","Males","","586","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2000","United States of America","Region of the Americas","Females","","412","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2001","United States of America","Region of the Americas","Total","","480","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2001","United States of America","Region of the Americas","Males","","574","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2001","United States of America","Region of the Americas","Females","","408","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2002","United States of America","Region of the Americas","Total","","476","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2002","United States of America","Region of the Americas","Males","","568","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2002","United States of America","Region of the Americas","Females","","404","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2003","United States of America","Region of the Americas","Total","","469","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2003","United States of America","Region of the Americas","Males","","557","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2003","United States of America","Region of the Americas","Females","","400","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2004","United States of America","Region of the Americas","Total","","451","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2004","United States of America","Region of the Americas","Males","","534","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2004","United States of America","Region of the Americas","Females","","385","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2005","United States of America","Region of the Americas","Total","","450","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2005","United States of America","Region of the Americas","Males","","531","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2005","United States of America","Region of the Americas","Females","","384","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2006","United States of America","Region of the Americas","Total","","438","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2006","United States of America","Region of the Americas","Males","","516","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2006","United States of America","Region of the Americas","Females","","374","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2007","United States of America","Region of the Americas","Total","","427","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2007","United States of America","Region of the Americas","Males","","503","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2007","United States of America","Region of the Americas","Females","","365","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2008","United States of America","Region of the Americas","Total","","426","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2008","United States of America","Region of the Americas","Males","","499","no data","no data","",
