"Diseases & Risk Factors","Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2013","France","European Region","Total","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2013","France","European Region","Males","","15","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2013","France","European Region","Females","","7","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2014","France","European Region","Total","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2014","France","European Region","Males","","15","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2014","France","European Region","Females","","7","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2015","France","European Region","Total","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2015","France","European Region","Males","","14","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2015","France","European Region","Females","","7","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2016","France","European Region","Total","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2016","France","European Region","Males","","14","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2016","France","European Region","Females","","7","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2017","France","European Region","Total","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2017","France","European Region","Males","","14","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2017","France","European Region","Females","","8","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2018","France","European Region","Total","","10","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2018","France","European Region","Males","","14","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2018","France","European Region","Females","","7","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2019","France","European Region","Total","","10","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2019","France","European Region","Males","","13","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2019","France","European Region","Females","","7","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2020","France","European Region","Total","","10","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2020","France","European Region","Males","","13","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2020","France","European Region","Females","","7","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2021","France","European Region","Total","","10","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2021","France","European Region","Males","","13","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2021","France","European Region","Females","","7","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2000","France","European Region","Total","","85.42263794","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2000","France","European Region","Males","","84.97442627","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2000","France","European Region","Females","","85.89229584","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2001","France","European Region","Total","","86.10557556","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2001","France","European Region","Males","","85.63051605","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2001","France","European Region","Females","","86.6035614","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2002","France","European Region","Total","","85.92700958","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2002","France","European Region","Males","","85.45324707","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2002","France","European Region","Females","","86.41875458","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2003","France","European Region","Total","","85.88440704","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2003","France","European Region","Males","","85.53365326","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2003","France","European Region","Females","","86.24120331","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2004","France","European Region","Total","","86.76958466","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2004","France","European Region","Males","","86.2485733","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2004","France","European Region","Females","","87.32376099","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2005","France","European Region","Total","","86.37068176","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2005","France","European Region","Males","","86.00258636","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2005","France","European Region","Females","","86.75682831","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2006","France","European Region","Total","","86.98828888","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2006","France","European Region","Males","","86.39304352","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2006","France","European Region","Females","","87.61991119","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2007","France","European Region","Total","","86.93828583","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2007","France","European Region","Males","","86.33083344","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2007","France","European Region","Females","","87.58348846","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2008","France","European Region","Total","","86.90670776","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2008","France","European Region","Males","","86.34023285","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2008","France","European Region","Females","","87.49658203","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2009","France","European Region","Total","","86.64189148","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2009","France","European Region","Males","","86.04534149","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2009","France","European Region","Females","","87.25906372","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2010","France","European Region","Total","","87.06345367","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2010","France","European Region","Males","","86.4484024","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2010","France","European Region","Females","","87.70051575","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2011","France","European Region","Total","","86.974823","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2011","France","European Region","Males","","86.39006805","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2011","France","European Region","Females","","87.57929993","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2012","France","European Region","Total","","86.81084442","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2012","France","European Region","Males","","86.44482422","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2012","France","European Region","Females","","87.17817688","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2013","France","European Region","Total","","87.15036011","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2013","France","European Region","Males","","86.76265717","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2013","France","European Region","Females","","87.53856659","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2014","France","European Region","Total","","87.60542297","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2014","France","European Region","Males","","87.09622192","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2014","France","European Region","Females","","88.11412811","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2015","France","European Region","Total","","86.44023132","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2015","France","European Region","Males","","86.03734589","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2015","France","European Region","Females","","86.83827209","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2016","France","European Region","Total","","86.88047028","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2016","France","European Region","Males","","86.3194809","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2016","France","European Region","Females","","87.43612671","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2017","France","European Region","Total","","86.42370605","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2017","France","European Region","Males","","86.16691589","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2017","France","European Region","Females","","86.67123413","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2018","France","European Region","Total","","86.14233398","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2018","France","European Region","Males","","85.70423889","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2018","France","European Region","Females","","86.57418823","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2019","France","European Region","Total","","85.82571411","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2019","France","European Region","Males","","85.52310181","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2019","France","European Region","Females","","86.12346649","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2020","France","European Region","Total","","76.43191528","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2020","France","European Region","Males","","76.0839386","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2020","France","European Region","Females","","76.77947998","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2021","France","European Region","Total","","78.90354156","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2021","France","European Region","Males","","78.50251007","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2021","France","European Region","Females","","79.31136322","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2000","France","European Region","Total","","26.55863953","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2000","France","European Region","Males","","35.53756332","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2000","France","European Region","Females","","17.25078583","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2001","France","European Region","Total","","26.14932823","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2001","France","European Region","Males","","34.88816071","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2001","France","European Region","Females","","17.09161949","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2002","France","European Region","Total","","25.81246185","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2002","France","European Region","Males","","34.46900177","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2002","France","European Region","Females","","16.92787933","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2003","France","European Region","Total","","25.12001801","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2003","France","European Region","Males","","33.69984818","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2003","France","European Region","Females","","16.46410942","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2004","France","European Region","Total","","25.71216774","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2004","France","European Region","Males","","33.6515274","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2004","France","European Region","Females","","17.37128067","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2005","France","European Region","Total","","25.14190674","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2005","France","European Region","Males","","33.16355133","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2005","France","European Region","Females","","16.80021286","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2006","France","European Region","Total","","25.30949974","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2006","France","European Region","Males","","33.27446365","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2006","France","European Region","Females","","16.97625351","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2007","France","European Region","Total","","25.00045395","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2007","France","European Region","Males","","32.90289688","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2007","France","European Region","Females","","16.72697449","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2008","France","European Region","Total","","24.56024742","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2008","France","European Region","Males","","32.2756958","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2008","France","European Region","Females","","16.63229942","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2009","France","European Region","Total","","24.61688423","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2009","France","European Region","Males","","32.48884201","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2009","France","European Region","Females","","16.58602905","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2010","France","European Region","Total","","24.56137276","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2010","France","European Region","Males","","32.45366287","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2010","France","European Region","Females","","16.50333595","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2011","France","European Region","Total","","24.68177032","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2011","France","European Region","Males","","32.47102356","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2011","France","European Region","Females","","16.73917198","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2012","France","European Region","Total","","24.07756996","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2012","France","European Region","Males","","32.02252579","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2012","France","European Region","Females","","16.17128754","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2013","France","European Region","Total","","24.06318283","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2013","France","European Region","Males","","31.98841286","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2013","France","European Region","Females","","16.19804573","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2014","France","European Region","Total","","24.17699432","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2014","France","European Region","Males","","31.97919083","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2014","France","European Region","Females","","16.47245216","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2015","France","European Region","Total","","24.47321701","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2015","France","European Region","Males","","32.44037247","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2015","France","European Region","Females","","16.6744957","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2016","France","European Region","Total","","24.54825783","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2016","France","European Region","Males","","32.35466766","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2016","France","European Region","Females","","16.91497231","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2017","France","European Region","Total","","22.83325768","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2017","France","European Region","Males","","30.18108177","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2017","France","European Region","Females","","15.79177094","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2018","France","European Region","Total","","23.07674408","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2018","France","European Region","Males","","30.07266045","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2018","France","European Region","Females","","16.24991417","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2019","France","European Region","Total","","22.60978699","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2019","France","European Region","Males","","29.32028389","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2019","France","European Region","Females","","16.05297661","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2020","France","European Region","Total","","22.21537971","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2020","France","European Region","Males","","28.71266937","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2020","France","European Region","Females","","15.78447533","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2021","France","European Region","Total","","22.67538071","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2021","France","European Region","Males","","29.04816246","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2021","France","European Region","Females","","16.26070595","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2000","France","European Region","Total","","393","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2000","France","European Region","Males","","534","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2000","France","European Region","Females","","285","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2001","France","European Region","Total","","391","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2001","France","European Region","Males","","530","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2001","France","European Region","Females","","285","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2002","France","European Region","Total","","388","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2002","France","European Region","Males","","521","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2002","France","European Region","Females","","285","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2003","France","European Region","Total","","393","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2003","France","European Region","Males","","523","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2003","France","European Region","Females","","292","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2004","France","European Region","Total","","362","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2004","France","European Region","Males","","486","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2004","France","European Region","Females","","267","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2005","France","European Region","Total","","362","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2005","France","European Region","Males","","485","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2005","France","European Region","Females","","268","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2006","France","European Region","Total","","346","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2006","France","European Region","Males","","464","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2006","France","European Region","Females","","255","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2007","France","European Region","Total","","338","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2007","France","European Region","Males","","454","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2007","France","European Region","Females","","248","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2008","France","European Region","Total","","335","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2008","France","European Region","Males","","446","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2008","France","European Region","Females","","249","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2009","France","European Region","Total","","329","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2009","France","European Region","Males","","437","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2009","France","European Region","Females","","244","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2010","France","European Region","Total","","325","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2010","France","European Region","Males","","432","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2010","France","European Region","Females","","240","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2011","France","European Region","Total","","314","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2011","France","European Region","Males","","417","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2011","France","European Region","Females","","232","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2012","France","European Region","Total","","315","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2012","France","European Region","Males","","415","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2012","France","European Region","Females","","235","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2013","France","European Region","Total","","309","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2013","France","European Region","Males","","406","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2013","France","European Region","Females","","231","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2014","France","European Region","Total","","298","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2014","France","European Region","Males","","389","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2014","France","European Region","Females","","224","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2015","France","European Region","Total","","298","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2015","France","European Region","Males","","387","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2015","France","European Region","Females","","226","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2016","France","European Region","Total","","293","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2016","France","European Region","Males","","378","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2016","France","European Region","Females","","223","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2017","France","European Region","Total","","296","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2017","France","European Region","Males","","381","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2017","France","European Region","Females","","227","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2018","France","European Region","Total","","283","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2018","France","European Region","Males","","365","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2018","France","European Region","Females","","217","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2019","France","European Region","Total","","278","no data","no data","",
