"Diseases & Risk Factors","Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2018","Japan","Western Pacific Region","Males","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2018","Japan","Western Pacific Region","Females","","6","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2019","Japan","Western Pacific Region","Total","","8","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2019","Japan","Western Pacific Region","Males","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2019","Japan","Western Pacific Region","Females","","6","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2020","Japan","Western Pacific Region","Total","","8","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2020","Japan","Western Pacific Region","Males","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2020","Japan","Western Pacific Region","Females","","6","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2021","Japan","Western Pacific Region","Total","","8","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2021","Japan","Western Pacific Region","Males","","11","no data","no data","",
"Noncommunicable diseases","Probability of premature mortality from NCDs","","2021","Japan","Western Pacific Region","Females","","5","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2000","Japan","Western Pacific Region","Total","","79.64129639","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2000","Japan","Western Pacific Region","Males","","78.34085083","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2000","Japan","Western Pacific Region","Females","","81.22387695","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2001","Japan","Western Pacific Region","Total","","80.09172821","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2001","Japan","Western Pacific Region","Males","","78.81252289","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2001","Japan","Western Pacific Region","Females","","81.64093018","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2002","Japan","Western Pacific Region","Total","","80.12278748","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2002","Japan","Western Pacific Region","Males","","78.8625946","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2002","Japan","Western Pacific Region","Females","","81.6521225","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2003","Japan","Western Pacific Region","Total","","79.53520203","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2003","Japan","Western Pacific Region","Males","","78.37420654","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2003","Japan","Western Pacific Region","Females","","80.94039154","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2004","Japan","Western Pacific Region","Total","","79.94384003","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2004","Japan","Western Pacific Region","Males","","78.79290771","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2004","Japan","Western Pacific Region","Females","","81.32529449","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2005","Japan","Western Pacific Region","Total","","79.27289581","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2005","Japan","Western Pacific Region","Males","","78.25350189","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2005","Japan","Western Pacific Region","Females","","80.48699188","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2006","Japan","Western Pacific Region","Total","","79.61013031","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2006","Japan","Western Pacific Region","Males","","78.77727509","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2006","Japan","Western Pacific Region","Females","","80.58939362","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2007","Japan","Western Pacific Region","Total","","79.77897644","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2007","Japan","Western Pacific Region","Males","","78.9786377","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2007","Japan","Western Pacific Region","Females","","80.71622467","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2008","Japan","Western Pacific Region","Total","","79.80830383","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2008","Japan","Western Pacific Region","Males","","79.02503204","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2008","Japan","Western Pacific Region","Females","","80.71898651","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2009","Japan","Western Pacific Region","Total","","80.00380707","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2009","Japan","Western Pacific Region","Males","","79.13006592","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2009","Japan","Western Pacific Region","Females","","81.0227356","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2010","Japan","Western Pacific Region","Total","","79.91853333","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2010","Japan","Western Pacific Region","Males","","79.12201691","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2010","Japan","Western Pacific Region","Females","","80.83249664","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2011","Japan","Western Pacific Region","Total","","78.7195282","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2011","Japan","Western Pacific Region","Males","","78.21524811","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2011","Japan","Western Pacific Region","Females","","79.28520203","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2012","Japan","Western Pacific Region","Total","","80.1932373","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2012","Japan","Western Pacific Region","Males","","79.49791718","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2012","Japan","Western Pacific Region","Females","","80.96854401","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2013","Japan","Western Pacific Region","Total","","80.51631927","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2013","Japan","Western Pacific Region","Males","","79.70664215","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2013","Japan","Western Pacific Region","Females","","81.41075134","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2014","Japan","Western Pacific Region","Total","","80.99663544","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2014","Japan","Western Pacific Region","Males","","80.26556396","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2014","Japan","Western Pacific Region","Females","","81.80255127","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2015","Japan","Western Pacific Region","Total","","81.05960083","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2015","Japan","Western Pacific Region","Males","","80.28668976","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2015","Japan","Western Pacific Region","Females","","81.9050827","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2016","Japan","Western Pacific Region","Total","","81.5693512","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2016","Japan","Western Pacific Region","Males","","80.71369934","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2016","Japan","Western Pacific Region","Females","","82.50328827","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2017","Japan","Western Pacific Region","Total","","83.58383942","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2017","Japan","Western Pacific Region","Males","","82.8285141","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2017","Japan","Western Pacific Region","Females","","84.40658569","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2018","Japan","Western Pacific Region","Total","","83.86209869","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2018","Japan","Western Pacific Region","Males","","83.0275116","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2018","Japan","Western Pacific Region","Females","","84.76385498","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2019","Japan","Western Pacific Region","Total","","84.11511993","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2019","Japan","Western Pacific Region","Males","","83.20306396","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2019","Japan","Western Pacific Region","Females","","85.09776306","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2020","Japan","Western Pacific Region","Total","","85.44431305","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2020","Japan","Western Pacific Region","Males","","84.40827179","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2020","Japan","Western Pacific Region","Females","","86.57138824","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2021","Japan","Western Pacific Region","Total","","85.34341431","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2021","Japan","Western Pacific Region","Males","","84.23891449","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2021","Japan","Western Pacific Region","Females","","86.53329468","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2000","Japan","Western Pacific Region","Total","","30.69756317","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2000","Japan","Western Pacific Region","Males","","38.0064888","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2000","Japan","Western Pacific Region","Females","","22.11865997","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2001","Japan","Western Pacific Region","Total","","29.78516579","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2001","Japan","Western Pacific Region","Males","","36.9419136","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2001","Japan","Western Pacific Region","Females","","21.41815567","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2002","Japan","Western Pacific Region","Total","","28.85046768","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2002","Japan","Western Pacific Region","Males","","35.72212601","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2002","Japan","Western Pacific Region","Females","","20.79611015","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2003","Japan","Western Pacific Region","Total","","27.90174866","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2003","Japan","Western Pacific Region","Males","","34.73915482","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2003","Japan","Western Pacific Region","Females","","19.8885746","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2004","Japan","Western Pacific Region","Total","","27.30568504","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2004","Japan","Western Pacific Region","Males","","33.93586731","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2004","Japan","Western Pacific Region","Females","","19.59531975","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2005","Japan","Western Pacific Region","Total","","26.0779171","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2005","Japan","Western Pacific Region","Males","","32.55640411","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2005","Japan","Western Pacific Region","Females","","18.57608414","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2006","Japan","Western Pacific Region","Total","","25.42071152","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2006","Japan","Western Pacific Region","Males","","31.97255135","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2006","Japan","Western Pacific Region","Females","","17.89032555","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2007","Japan","Western Pacific Region","Total","","24.81856155","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2007","Japan","Western Pacific Region","Males","","31.30887413","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2007","Japan","Western Pacific Region","Females","","17.38165665","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2008","Japan","Western Pacific Region","Total","","23.99394989","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2008","Japan","Western Pacific Region","Males","","30.39764404","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2008","Japan","Western Pacific Region","Females","","16.70481491","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2009","Japan","Western Pacific Region","Total","","23.60224152","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2009","Japan","Western Pacific Region","Males","","29.99031448","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2009","Japan","Western Pacific Region","Females","","16.32670593","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2010","Japan","Western Pacific Region","Total","","22.55899239","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2010","Japan","Western Pacific Region","Males","","28.7786293","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2010","Japan","Western Pacific Region","Females","","15.57334042","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2011","Japan","Western Pacific Region","Total","","21.8357563","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2011","Japan","Western Pacific Region","Males","","27.96689224","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2011","Japan","Western Pacific Region","Females","","15.05108738","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2012","Japan","Western Pacific Region","Total","","20.93565369","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2012","Japan","Western Pacific Region","Males","","27.04450989","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2012","Japan","Western Pacific Region","Females","","14.24772167","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2013","Japan","Western Pacific Region","Total","","20.29640198","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2013","Japan","Western Pacific Region","Males","","26.23676682","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2013","Japan","Western Pacific Region","Females","","13.87162018","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2014","Japan","Western Pacific Region","Total","","19.73032951","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2014","Japan","Western Pacific Region","Males","","25.41944504","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2014","Japan","Western Pacific Region","Females","","13.57661438","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2015","Japan","Western Pacific Region","Total","","19.22310066","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2015","Japan","Western Pacific Region","Males","","24.94523239","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2015","Japan","Western Pacific Region","Females","","13.08735943","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2016","Japan","Western Pacific Region","Total","","18.78256035","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2016","Japan","Western Pacific Region","Males","","24.39683151","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2016","Japan","Western Pacific Region","Females","","12.78757","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2017","Japan","Western Pacific Region","Total","","17.45419121","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2017","Japan","Western Pacific Region","Males","","22.65991402","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2017","Japan","Western Pacific Region","Females","","11.88978481","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2018","Japan","Western Pacific Region","Total","","16.51119614","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2018","Japan","Western Pacific Region","Males","","21.46718979","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2018","Japan","Western Pacific Region","Females","","11.26599503","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2019","Japan","Western Pacific Region","Total","","15.76760769","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2019","Japan","Western Pacific Region","Males","","20.53479767","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2019","Japan","Western Pacific Region","Females","","10.74580669","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2020","Japan","Western Pacific Region","Total","","15.04684639","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2020","Japan","Western Pacific Region","Males","","19.63423157","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2020","Japan","Western Pacific Region","Females","","10.18109703","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2021","Japan","Western Pacific Region","Total","","13.85470104","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2021","Japan","Western Pacific Region","Males","","18.12663269","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2021","Japan","Western Pacific Region","Females","","9.374585152","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2000","Japan","Western Pacific Region","Total","","290","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2000","Japan","Western Pacific Region","Males","","392","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2000","Japan","Western Pacific Region","Females","","214","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2001","Japan","Western Pacific Region","Total","","284","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2001","Japan","Western Pacific Region","Males","","383","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2001","Japan","Western Pacific Region","Females","","208","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2002","Japan","Western Pacific Region","Total","","276","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2002","Japan","Western Pacific Region","Males","","374","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2002","Japan","Western Pacific Region","Females","","202","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2003","Japan","Western Pacific Region","Total","","273","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2003","Japan","Western Pacific Region","Males","","369","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2003","Japan","Western Pacific Region","Females","","199","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2004","Japan","Western Pacific Region","Total","","269","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2004","Japan","Western Pacific Region","Males","","363","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2004","Japan","Western Pacific Region","Females","","196","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2005","Japan","Western Pacific Region","Total","","270","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2005","Japan","Western Pacific Region","Males","","365","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2005","Japan","Western Pacific Region","Females","","197","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2006","Japan","Western Pacific Region","Total","","262","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2006","Japan","Western Pacific Region","Males","","354","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2006","Japan","Western Pacific Region","Females","","191","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2007","Japan","Western Pacific Region","Total","","259","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2007","Japan","Western Pacific Region","Males","","349","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2007","Japan","Western Pacific Region","Females","","188","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2008","Japan","Western Pacific Region","Total","","257","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2008","Japan","Western Pacific Region","Males","","346","no data","no data","",
