"Diseases & Risk Factors","Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2008","China","Western Pacific Region","Total","","85.6639328","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2008","China","Western Pacific Region","Males","","84.30852509","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2008","China","Western Pacific Region","Females","","87.47872162","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2009","China","Western Pacific Region","Total","","86.88961029","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2009","China","Western Pacific Region","Males","","85.3999176","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2009","China","Western Pacific Region","Females","","88.92087555","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2010","China","Western Pacific Region","Total","","87.37804413","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2010","China","Western Pacific Region","Males","","85.98152924","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2010","China","Western Pacific Region","Females","","89.30164337","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2011","China","Western Pacific Region","Total","","87.7990799","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2011","China","Western Pacific Region","Males","","86.4223175","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2011","China","Western Pacific Region","Females","","89.69717407","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2012","China","Western Pacific Region","Total","","88.06856537","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2012","China","Western Pacific Region","Males","","86.81279755","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2012","China","Western Pacific Region","Females","","89.85111237","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2013","China","Western Pacific Region","Total","","88.4409256","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2013","China","Western Pacific Region","Males","","87.23332977","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2013","China","Western Pacific Region","Females","","90.17242432","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2014","China","Western Pacific Region","Total","","88.7314682","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2014","China","Western Pacific Region","Males","","87.5328064","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2014","China","Western Pacific Region","Females","","90.44264221","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2015","China","Western Pacific Region","Total","","89.03642273","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2015","China","Western Pacific Region","Males","","87.89910126","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2015","China","Western Pacific Region","Females","","90.67207336","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2016","China","Western Pacific Region","Total","","89.31439209","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2016","China","Western Pacific Region","Males","","88.21516418","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2016","China","Western Pacific Region","Females","","90.88824463","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2017","China","Western Pacific Region","Total","","89.56204224","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2017","China","Western Pacific Region","Males","","88.44078064","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2017","China","Western Pacific Region","Females","","91.13706207","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2018","China","Western Pacific Region","Total","","89.91278839","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2018","China","Western Pacific Region","Males","","88.79486084","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2018","China","Western Pacific Region","Females","","91.45743561","no data","no data","",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2019","China","Western Pacific Region","Total","","90.22598267","no data","no data","In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. ",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2019","China","Western Pacific Region","Males","","89.13911438","no data","no data","In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. ",
"Noncommunicable diseases","Percentage of total deaths due to NCDs","","2019","China","Western Pacific Region","Females","","91.7201767","no data","no data","In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. ",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2000","China","Western Pacific Region","Total","","40.59236908","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2000","China","Western Pacific Region","Males","","46.12575912","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2000","China","Western Pacific Region","Females","","34.19029236","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2001","China","Western Pacific Region","Total","","39.48674011","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2001","China","Western Pacific Region","Males","","44.82659912","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2001","China","Western Pacific Region","Females","","33.24817657","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2002","China","Western Pacific Region","Total","","38.97200775","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2002","China","Western Pacific Region","Males","","44.14212418","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2002","China","Western Pacific Region","Females","","32.85308075","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2003","China","Western Pacific Region","Total","","38.04007721","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2003","China","Western Pacific Region","Males","","42.8076973","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2003","China","Western Pacific Region","Females","","32.27689743","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2004","China","Western Pacific Region","Total","","37.05324173","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2004","China","Western Pacific Region","Males","","41.73971176","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2004","China","Western Pacific Region","Females","","31.32718849","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2005","China","Western Pacific Region","Total","","36.21415329","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2005","China","Western Pacific Region","Males","","40.88156509","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2005","China","Western Pacific Region","Females","","30.458498","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2006","China","Western Pacific Region","Total","","36.39904022","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2006","China","Western Pacific Region","Males","","41.10365677","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2006","China","Western Pacific Region","Females","","30.53341293","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2007","China","Western Pacific Region","Total","","36.10064316","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2007","China","Western Pacific Region","Males","","40.71609879","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2007","China","Western Pacific Region","Females","","30.2304306","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2008","China","Western Pacific Region","Total","","35.51773071","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2008","China","Western Pacific Region","Males","","40.2448349","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2008","China","Western Pacific Region","Females","","29.41789436","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2009","China","Western Pacific Region","Total","","34.74042511","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2009","China","Western Pacific Region","Males","","39.32849503","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2009","China","Western Pacific Region","Females","","28.73207855","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2010","China","Western Pacific Region","Total","","34.20161057","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2010","China","Western Pacific Region","Males","","38.72913742","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2010","China","Western Pacific Region","Females","","28.19708633","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2011","China","Western Pacific Region","Total","","34.09142685","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2011","China","Western Pacific Region","Males","","38.76554489","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2011","China","Western Pacific Region","Females","","27.8826561","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2012","China","Western Pacific Region","Total","","34.51808929","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2012","China","Western Pacific Region","Males","","39.10077286","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2012","China","Western Pacific Region","Females","","28.23300362","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2013","China","Western Pacific Region","Total","","34.41706848","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2013","China","Western Pacific Region","Males","","38.88551712","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2013","China","Western Pacific Region","Females","","28.2188797","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2014","China","Western Pacific Region","Total","","34.15219116","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2014","China","Western Pacific Region","Males","","38.59107971","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2014","China","Western Pacific Region","Females","","28.01925087","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2015","China","Western Pacific Region","Total","","34.27750397","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2015","China","Western Pacific Region","Males","","38.59912109","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2015","China","Western Pacific Region","Females","","28.25238228","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2016","China","Western Pacific Region","Total","","33.99104691","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2016","China","Western Pacific Region","Males","","38.2515564","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2016","China","Western Pacific Region","Females","","28.07036209","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2017","China","Western Pacific Region","Total","","33.76066208","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2017","China","Western Pacific Region","Males","","38.02334213","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2017","China","Western Pacific Region","Females","","27.9501152","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2018","China","Western Pacific Region","Total","","33.5470314","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2018","China","Western Pacific Region","Males","","37.80018997","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2018","China","Western Pacific Region","Females","","27.84148598","no data","no data","",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2019","China","Western Pacific Region","Total","","33.05835342","no data","no data","In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. ",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2019","China","Western Pacific Region","Males","","37.25128174","no data","no data","In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. ",
"Noncommunicable diseases","Percentage of NCD deaths occurring under 70 years","","2019","China","Western Pacific Region","Females","","27.45622444","no data","no data","In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. ",
"Noncommunicable diseases","NCD age-standardized death rate","","2000","China","Western Pacific Region","Total","","733","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2000","China","Western Pacific Region","Males","","912","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2000","China","Western Pacific Region","Females","","606","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2001","China","Western Pacific Region","Total","","734","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2001","China","Western Pacific Region","Males","","918","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2001","China","Western Pacific Region","Females","","603","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2002","China","Western Pacific Region","Total","","725","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2002","China","Western Pacific Region","Males","","911","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2002","China","Western Pacific Region","Females","","592","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2003","China","Western Pacific Region","Total","","730","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2003","China","Western Pacific Region","Males","","931","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2003","China","Western Pacific Region","Females","","589","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2004","China","Western Pacific Region","Total","","732","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2004","China","Western Pacific Region","Males","","937","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2004","China","Western Pacific Region","Females","","587","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2005","China","Western Pacific Region","Total","","711","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2005","China","Western Pacific Region","Males","","913","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2005","China","Western Pacific Region","Females","","567","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2006","China","Western Pacific Region","Total","","658","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2006","China","Western Pacific Region","Males","","842","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2006","China","Western Pacific Region","Females","","522","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2007","China","Western Pacific Region","Total","","632","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2007","China","Western Pacific Region","Males","","816","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2007","China","Western Pacific Region","Females","","497","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2008","China","Western Pacific Region","Total","","624","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2008","China","Western Pacific Region","Males","","809","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2008","China","Western Pacific Region","Females","","487","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2009","China","Western Pacific Region","Total","","619","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2009","China","Western Pacific Region","Males","","807","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2009","China","Western Pacific Region","Females","","478","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2010","China","Western Pacific Region","Total","","612","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2010","China","Western Pacific Region","Males","","801","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2010","China","Western Pacific Region","Females","","469","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2011","China","Western Pacific Region","Total","","596","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2011","China","Western Pacific Region","Males","","779","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2011","China","Western Pacific Region","Females","","456","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2012","China","Western Pacific Region","Total","","573","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2012","China","Western Pacific Region","Males","","758","no data","no data","",
"Noncommunicable diseases","NCD age-standardized death rate","","2012","China","Western Pacific Region","Females","","432","no data","no data","",
